symbol,price,timestamp
TSLA,195.1,2024-04-29 13:45:06.017369864-04:00
TSLA,195.16,2024-04-29 13:45:07.986393674-04:00
TSLA,195.16,2024-04-29 13:45:07.986417886-04:00
TSLA,195.16,2024-04-29 13:45:07.986887052-04:00
TSLA,195.15,2024-04-29 13:45:07.986917929-04:00
TSLA,195.14,2024-04-29 13:45:08.222520080-04:00
TSLA,195.15,2024-04-29 13:45:08.239657672-04:00
TSLA,195.16,2024-04-29 13:45:08.239670649-04:00
TSLA,195.215,2024-04-29 13:45:08.312948404-04:00
TSLA,195.2,2024-04-29 13:45:08.893218443-04:00
TSLA,195.34,2024-04-29 13:45:11.143485669-04:00
TSLA,195.38,2024-04-29 13:45:12.370969699-04:00
TSLA,195.37,2024-04-29 13:45:13.955547796-04:00
TSLA,195.35,2024-04-29 13:45:18.506080302-04:00
TSLA,195.34,2024-04-29 13:45:18.506105775-04:00
TSLA,195.34,2024-04-29 13:45:18.506111058-04:00
TSLA,195.34,2024-04-29 13:45:18.506123995-04:00
TSLA,195.34,2024-04-29 13:45:18.506135591-04:00
TSLA,195.34,2024-04-29 13:45:18.506149254-04:00
TSLA,195.33,2024-04-29 13:45:18.506160481-04:00
TSLA,195.33,2024-04-29 13:45:18.506174739-04:00
TSLA,195.33,2024-04-29 13:45:18.506186247-04:00
TSLA,195.33,2024-04-29 13:45:18.506198376-04:00
TSLA,195.365,2024-04-29 13:45:25.884962954-04:00
TSLA,195.33,2024-04-29 13:45:26.679079138-04:00
TSLA,195.28,2024-04-29 13:45:34.064046692-04:00
TSLA,195.3,2024-04-29 13:45:37.250763067-04:00
TSLA,195.44,2024-04-29 13:45:47.983764890-04:00
TSLA,195.44,2024-04-29 13:45:47.984683307-04:00
TSLA,195.44,2024-04-29 13:45:47.984705114-04:00
TSLA,195.42,2024-04-29 13:45:50.875462717-04:00
TSLA,195.43,2024-04-29 13:45:50.876027514-04:00
TSLA,195.43,2024-04-29 13:45:50.884822514-04:00
TSLA,195.4,2024-04-29 13:45:50.912255914-04:00
TSLA,195.4,2024-04-29 13:45:55.114195928-04:00
TSLA,195.4,2024-04-29 13:45:56.171779133-04:00
TSLA,195.36,2024-04-29 13:45:59.289996263-04:00
TSLA,195.43,2024-04-29 13:46:03.207702196-04:00
TSLA,195.44,2024-04-29 13:46:03.215506484-04:00
TSLA,195.43,2024-04-29 13:46:03.616512857-04:00
TSLA,195.42,2024-04-29 13:46:03.616525840-04:00
TSLA,195.42,2024-04-29 13:46:03.616536120-04:00
TSLA,195.42,2024-04-29 13:46:03.616553518-04:00
TSLA,195.42,2024-04-29 13:46:03.616564034-04:00
TSLA,195.48,2024-04-29 13:46:07.232327675-04:00
TSLA,195.48,2024-04-29 13:46:07.232579611-04:00
TSLA,195.42,2024-04-29 13:46:12.192562079-04:00
TSLA,195.42,2024-04-29 13:46:12.192571628-04:00
TSLA,195.43,2024-04-29 13:46:14.041104694-04:00
TSLA,195.43,2024-04-29 13:46:14.041120965-04:00
TSLA,195.53,2024-04-29 13:46:15.404653022-04:00
TSLA,195.54,2024-04-29 13:46:15.991442841-04:00
TSLA,195.54,2024-04-29 13:46:16.569692667-04:00
TSLA,195.42,2024-04-29 13:46:23.359813178-04:00
TSLA,195.45,2024-04-29 13:46:24.303266893-04:00
TSLA,195.4,2024-04-29 13:46:26.051389518-04:00
TSLA,195.39,2024-04-29 13:46:26.051898857-04:00
TSLA,195.275,2024-04-29 13:46:31.682868803-04:00
TSLA,195.22,2024-04-29 13:46:37.457254399-04:00
TSLA,195.235,2024-04-29 13:46:42.089385533-04:00
TSLA,195.34,2024-04-29 13:46:49.272580597-04:00
TSLA,195.38,2024-04-29 13:47:02.775885444-04:00
TSLA,195.38,2024-04-29 13:47:02.776406825-04:00
TSLA,195.37,2024-04-29 13:47:04.760420807-04:00
TSLA,195.44,2024-04-29 13:47:08.568278952-04:00
TSLA,195.45,2024-04-29 13:47:08.578416075-04:00
TSLA,195.45,2024-04-29 13:47:08.578473275-04:00
TSLA,195.45,2024-04-29 13:47:08.578492579-04:00
TSLA,195.49,2024-04-29 13:47:09.926801349-04:00
TSLA,195.49,2024-04-29 13:47:09.927275488-04:00
TSLA,195.49,2024-04-29 13:47:09.927342451-04:00
TSLA,195.58,2024-04-29 13:47:11.483492521-04:00
TSLA,195.58,2024-04-29 13:47:11.483501625-04:00
TSLA,195.575,2024-04-29 13:47:11.547297070-04:00
TSLA,195.52,2024-04-29 13:47:13.277903595-04:00
TSLA,195.51,2024-04-29 13:47:16.765009314-04:00
TSLA,195.475,2024-04-29 13:47:17.930127206-04:00
TSLA,195.4,2024-04-29 13:47:19.277615742-04:00
TSLA,195.525,2024-04-29 13:47:39.323496834-04:00
TSLA,195.51,2024-04-29 13:47:40.024271187-04:00
TSLA,195.52,2024-04-29 13:47:44.315988541-04:00
TSLA,195.505,2024-04-29 13:47:48.290411938-04:00
TSLA,195.505,2024-04-29 13:47:48.292006872-04:00
TSLA,195.48,2024-04-29 13:47:49.276962677-04:00
TSLA,195.5,2024-04-29 13:47:51.365362586-04:00
TSLA,195.4,2024-04-29 13:48:01.278890999-04:00
TSLA,195.285,2024-04-29 13:48:05.692726075-04:00
TSLA,195.3,2024-04-29 13:48:07.504118754-04:00
TSLA,195.33,2024-04-29 13:48:09.280162943-04:00
TSLA,195.34,2024-04-29 13:48:11.205533213-04:00
TSLA,195.36,2024-04-29 13:48:13.084163777-04:00
TSLA,195.26,2024-04-29 13:48:35.249682097-04:00
TSLA,195.08,2024-04-29 13:48:37.542401891-04:00
TSLA,195.13,2024-04-29 13:48:41.290777035-04:00
TSLA,195.12,2024-04-29 13:48:41.290800183-04:00
TSLA,195.1,2024-04-29 13:48:44.445641845-04:00
TSLA,195.145,2024-04-29 13:48:50.370782604-04:00
TSLA,195.16,2024-04-29 13:48:56.279357524-04:00
TSLA,195.01,2024-04-29 13:48:58.910482670-04:00
TSLA,194.82,2024-04-29 13:49:05.832597567-04:00
TSLA,194.77,2024-04-29 13:49:09.675304379-04:00
TSLA,194.79,2024-04-29 13:49:09.675532323-04:00
TSLA,194.64,2024-04-29 13:49:11.286173440-04:00
TSLA,194.64,2024-04-29 13:49:11.286737499-04:00
TSLA,194.63,2024-04-29 13:49:11.304463868-04:00
TSLA,194.68,2024-04-29 13:49:11.370563199-04:00
TSLA,194.68,2024-04-29 13:49:11.370642568-04:00
TSLA,194.55,2024-04-29 13:49:12.403497764-04:00
TSLA,194.64,2024-04-29 13:49:12.697654166-04:00
TSLA,194.61,2024-04-29 13:49:12.850550161-04:00
TSLA,194.64,2024-04-29 13:49:13.880202494-04:00
TSLA,194.65,2024-04-29 13:49:14.844158263-04:00
TSLA,194.81,2024-04-29 13:49:24.907317378-04:00
TSLA,194.76,2024-04-29 13:49:29.902535697-04:00
TSLA,194.7,2024-04-29 13:49:31.265862499-04:00
TSLA,194.8,2024-04-29 13:49:36.588632588-04:00
TSLA,194.8,2024-04-29 13:49:37.636667749-04:00
TSLA,194.84,2024-04-29 13:49:38.705567370-04:00
TSLA,194.84,2024-04-29 13:49:38.705584207-04:00
TSLA,194.78,2024-04-29 13:49:52.612845297-04:00
TSLA,194.79,2024-04-29 13:49:54.885809215-04:00
TSLA,194.775,2024-04-29 13:50:00.132267787-04:00
TSLA,194.77,2024-04-29 13:50:00.946953782-04:00
TSLA,194.77,2024-04-29 13:50:00.947502211-04:00
TSLA,194.77,2024-04-29 13:50:00.947991531-04:00
TSLA,194.74,2024-04-29 13:50:02.719919169-04:00
TSLA,194.66,2024-04-29 13:50:02.881645421-04:00
TSLA,194.47,2024-04-29 13:50:06.307920458-04:00
TSLA,194.47,2024-04-29 13:50:06.307946921-04:00
TSLA,194.46,2024-04-29 13:50:06.307969927-04:00
TSLA,194.46,2024-04-29 13:50:06.307992392-04:00
TSLA,194.46,2024-04-29 13:50:06.308014272-04:00
TSLA,194.46,2024-04-29 13:50:06.308034048-04:00
TSLA,194.47,2024-04-29 13:50:06.308043545-04:00
TSLA,194.42,2024-04-29 13:50:08.868575712-04:00
TSLA,194.5,2024-04-29 13:50:09.648300466-04:00
TSLA,194.48,2024-04-29 13:50:09.648318819-04:00
TSLA,194.53,2024-04-29 13:50:13.333253139-04:00
TSLA,194.54,2024-04-29 13:50:13.517303619-04:00
TSLA,194.66,2024-04-29 13:50:27.253080146-04:00
TSLA,194.66,2024-04-29 13:50:27.254520017-04:00
TSLA,194.66,2024-04-29 13:50:27.270524250-04:00
TSLA,194.66,2024-04-29 13:50:27.433128472-04:00
TSLA,194.665,2024-04-29 13:50:29.962887338-04:00
TSLA,194.66,2024-04-29 13:50:37.777533642-04:00
TSLA,194.65,2024-04-29 13:50:40.012033801-04:00
TSLA,194.69,2024-04-29 13:50:40.224996798-04:00
TSLA,194.705,2024-04-29 13:50:42.289726101-04:00
TSLA,194.675,2024-04-29 13:50:44.064256182-04:00
TSLA,194.67,2024-04-29 13:50:44.555487252-04:00
TSLA,194.67,2024-04-29 13:50:44.555611429-04:00
TSLA,194.89,2024-04-29 13:50:57.824822305-04:00
TSLA,194.91,2024-04-29 13:51:00.314595069-04:00
TSLA,194.9,2024-04-29 13:51:00.314666474-04:00
TSLA,194.97,2024-04-29 13:51:05.828613123-04:00
TSLA,195.09,2024-04-29 13:51:07.935802689-04:00
TSLA,195.09,2024-04-29 13:51:07.935813636-04:00
TSLA,195.01,2024-04-29 13:51:08.606859332-04:00
TSLA,195.0,2024-04-29 13:51:10.445681956-04:00
TSLA,195.07,2024-04-29 13:51:13.513477750-04:00
TSLA,195.105,2024-04-29 13:51:15.056488936-04:00
TSLA,195.095,2024-04-29 13:51:15.431079636-04:00
TSLA,195.06,2024-04-29 13:51:18.122837175-04:00
TSLA,195.09,2024-04-29 13:51:27.472188558-04:00
TSLA,195.09,2024-04-29 13:51:27.472213167-04:00
TSLA,194.9,2024-04-29 13:51:30.367268646-04:00
TSLA,194.9,2024-04-29 13:51:30.449738664-04:00
TSLA,194.75,2024-04-29 13:51:40.335322490-04:00
TSLA,194.83,2024-04-29 13:51:46.525154776-04:00
TSLA,194.7,2024-04-29 13:51:55.163332574-04:00
TSLA,194.72,2024-04-29 13:51:55.176784711-04:00
TSLA,194.735,2024-04-29 13:52:01.898585190-04:00
TSLA,194.73,2024-04-29 13:52:02.334104392-04:00
TSLA,194.67,2024-04-29 13:52:04.205923105-04:00
TSLA,194.7,2024-04-29 13:52:08.401516582-04:00
TSLA,194.66,2024-04-29 13:52:14.261345547-04:00
TSLA,194.65,2024-04-29 13:52:14.287866880-04:00
TSLA,194.55,2024-04-29 13:52:17.466803074-04:00
TSLA,194.53,2024-04-29 13:52:18.192396136-04:00
TSLA,194.51,2024-04-29 13:52:24.394288839-04:00
TSLA,194.65,2024-04-29 13:52:28.884507682-04:00
TSLA,194.66,2024-04-29 13:52:32.502955671-04:00
TSLA,194.52,2024-04-29 13:52:34.429580657-04:00
TSLA,194.44,2024-04-29 13:52:35.974598272-04:00
TSLA,194.42,2024-04-29 13:52:37.963213266-04:00
TSLA,194.35,2024-04-29 13:52:38.170103096-04:00
TSLA,194.34,2024-04-29 13:52:38.888534662-04:00
TSLA,194.44,2024-04-29 13:52:44.930956721-04:00
TSLA,194.4,2024-04-29 13:52:51.657078902-04:00
TSLA,194.425,2024-04-29 13:52:53.994628004-04:00
TSLA,194.16,2024-04-29 13:54:05.831282048-04:00
TSLA,194.17,2024-04-29 13:54:08.371991837-04:00
TSLA,194.19,2024-04-29 13:54:08.372015930-04:00
TSLA,194.2,2024-04-29 13:54:08.372033696-04:00
TSLA,194.2,2024-04-29 13:54:08.372041773-04:00
TSLA,194.2,2024-04-29 13:54:08.372046581-04:00
TSLA,194.2,2024-04-29 13:54:08.372055929-04:00
TSLA,194.2,2024-04-29 13:54:08.372068756-04:00
TSLA,194.27,2024-04-29 13:54:11.231189077-04:00
TSLA,194.41,2024-04-29 13:54:17.722968941-04:00
TSLA,194.57,2024-04-29 13:54:20.044110124-04:00
TSLA,194.57,2024-04-29 13:54:20.044133336-04:00
TSLA,194.6,2024-04-29 13:54:20.076803005-04:00
TSLA,194.54,2024-04-29 13:54:22.920117229-04:00
TSLA,194.54,2024-04-29 13:54:24.549880935-04:00
TSLA,194.54,2024-04-29 13:54:24.605401471-04:00
TSLA,194.52,2024-04-29 13:54:24.860377116-04:00
TSLA,194.52,2024-04-29 13:54:25.038099234-04:00
TSLA,194.47,2024-04-29 13:54:29.511751960-04:00
TSLA,194.6,2024-04-29 13:54:39.527117926-04:00
TSLA,194.55,2024-04-29 13:54:41.451347157-04:00
TSLA,194.55,2024-04-29 13:54:48.473009425-04:00
TSLA,194.31,2024-04-29 13:55:02.426741037-04:00
TSLA,194.43,2024-04-29 13:55:20.620951830-04:00
TSLA,194.57,2024-04-29 13:55:27.604955938-04:00
TSLA,194.68,2024-04-29 13:55:28.589959008-04:00
TSLA,194.59,2024-04-29 13:55:32.071279899-04:00
TSLA,194.7,2024-04-29 13:55:37.386311712-04:00
TSLA,194.72,2024-04-29 13:55:37.390749952-04:00
TSLA,194.75,2024-04-29 13:55:37.664143206-04:00
TSLA,194.75,2024-04-29 13:55:38.244451379-04:00
TSLA,194.725,2024-04-29 13:55:39.082021425-04:00
TSLA,194.77,2024-04-29 13:55:40.165344768-04:00
TSLA,194.535,2024-04-29 13:55:59.382237286-04:00
TSLA,194.64,2024-04-29 13:56:06.098259598-04:00
TSLA,194.59,2024-04-29 13:56:06.129058653-04:00
TSLA,194.59,2024-04-29 13:56:06.129928671-04:00
TSLA,194.5,2024-04-29 13:56:06.882633295-04:00
TSLA,194.54,2024-04-29 13:56:07.242765545-04:00
TSLA,194.54,2024-04-29 13:56:07.242791182-04:00
TSLA,194.59,2024-04-29 13:56:12.370267247-04:00
TSLA,194.57,2024-04-29 13:56:12.386468341-04:00
TSLA,194.57,2024-04-29 13:56:12.388395905-04:00
TSLA,194.57,2024-04-29 13:56:12.388560438-04:00
TSLA,194.57,2024-04-29 13:56:12.388583962-04:00
TSLA,194.57,2024-04-29 13:56:12.388604667-04:00
TSLA,194.57,2024-04-29 13:56:12.391451731-04:00
TSLA,194.52,2024-04-29 13:56:13.141059095-04:00
TSLA,194.46,2024-04-29 13:56:13.916076565-04:00
TSLA,194.675,2024-04-29 13:56:27.622903956-04:00
TSLA,194.575,2024-04-29 13:56:33.926727287-04:00
TSLA,194.47,2024-04-29 13:56:37.507321480-04:00
TSLA,194.54,2024-04-29 13:56:47.226332269-04:00
TSLA,194.53,2024-04-29 13:56:47.226357910-04:00
TSLA,194.435,2024-04-29 13:56:50.407647580-04:00
TSLA,194.42,2024-04-29 13:56:51.017947333-04:00
TSLA,194.38,2024-04-29 13:56:54.147957864-04:00
TSLA,194.33,2024-04-29 13:56:54.435290392-04:00
TSLA,194.33,2024-04-29 13:56:55.922174897-04:00
TSLA,194.29,2024-04-29 13:56:56.564918842-04:00
TSLA,194.29,2024-04-29 13:57:05.977933903-04:00
TSLA,194.3,2024-04-29 13:57:05.977956219-04:00
TSLA,194.3,2024-04-29 13:57:05.977965968-04:00
TSLA,194.255,2024-04-29 13:57:07.595407565-04:00
TSLA,194.35,2024-04-29 13:57:10.085798538-04:00
TSLA,194.3,2024-04-29 13:57:10.092615164-04:00
TSLA,194.35,2024-04-29 13:57:10.605389985-04:00
TSLA,194.39,2024-04-29 13:57:19.100725685-04:00
TSLA,194.41,2024-04-29 13:57:19.100854198-04:00
TSLA,194.39,2024-04-29 13:57:19.100879953-04:00
TSLA,194.4,2024-04-29 13:57:19.100902729-04:00
