,symbol,timestamp,open,high,low,close,volume
77,TSLA,2023-01-10 00:00:00+00:00,120.3,120.33,119.45,119.55,367341.0
78,TSLA,2023-01-10 09:00:00+00:00,120.6,122.09,119.63,121.8,394084.0
79,TSLA,2023-01-10 10:00:00+00:00,121.87,122.0,121.06,121.64,200032.0
80,TSLA,2023-01-10 11:00:00+00:00,121.55,121.59,120.23,120.4,229473.0
81,TSLA,2023-01-10 12:00:00+00:00,120.42,120.67,117.2,118.41,1157320.0
82,TSLA,2023-01-10 13:00:00+00:00,118.46,121.8085,117.18,119.18,1904247.0
83,TSLA,2023-01-10 14:00:00+00:00,119.17,122.76,117.36,118.922,33043568.0
84,TSLA,2023-01-10 15:00:00+00:00,118.92,119.76,114.92,115.97,38472259.0
85,TSLA,2023-01-10 16:00:00+00:00,115.97,117.08,115.44,116.3199,20031326.0
86,TSLA,2023-01-10 17:00:00+00:00,116.31,117.77,115.71,117.41,16971676.0
87,TSLA,2023-01-10 18:00:00+00:00,117.4,118.25,117.01,117.8,16802265.0
88,TSLA,2023-01-10 19:00:00+00:00,117.8,118.12,117.24,117.6793,14090294.0
89,TSLA,2023-01-10 20:00:00+00:00,117.68,118.88,116.65,118.85,21302828.0
90,TSLA,2023-01-10 21:00:00+00:00,118.84,118.85,118.19,118.37,4837997.0
91,TSLA,2023-01-10 22:00:00+00:00,118.37,118.69,118.29,118.68,154975.0
92,TSLA,2023-01-10 23:00:00+00:00,118.68,118.69,118.5,118.59,124748.0
93,TSLA,2023-01-11 00:00:00+00:00,118.58,118.75,118.56,118.66,184469.0
94,TSLA,2023-01-11 09:00:00+00:00,118.63,119.9,118.23,119.61,315577.0
95,TSLA,2023-01-11 10:00:00+00:00,119.59,119.84,119.43,119.55,103627.0
96,TSLA,2023-01-11 11:00:00+00:00,119.65,119.86,119.05,119.6,127282.0
97,TSLA,2023-01-11 12:00:00+00:00,119.56,122.11,119.38,120.9,1032063.0
98,TSLA,2023-01-11 13:00:00+00:00,119.55,122.1,118.95,121.9,2166381.0
99,TSLA,2023-01-11 14:00:00+00:00,121.9,122.66,120.51,121.9575,28735359.0
100,TSLA,2023-01-11 15:00:00+00:00,121.96,125.95,121.72,122.68,49587172.0
101,TSLA,2023-01-11 16:00:00+00:00,122.6701,123.47,122.05,122.7399,23538733.0
102,TSLA,2023-01-11 17:00:00+00:00,122.7342,123.21,121.5,121.7129,18284037.0
103,TSLA,2023-01-11 18:00:00+00:00,121.72,122.5836,121.5,122.19,17911264.0
104,TSLA,2023-01-11 19:00:00+00:00,122.19,122.34,121.28,121.58,13830534.0
105,TSLA,2023-01-11 20:00:00+00:00,121.57,123.27,121.57,123.2086,24209579.0
106,TSLA,2023-01-11 21:00:00+00:00,123.2,123.22,123.0,123.06,6964337.0
107,TSLA,2023-01-11 22:00:00+00:00,123.13,123.19,123.05,123.17,163022.0
108,TSLA,2023-01-11 23:00:00+00:00,123.19,123.19,123.02,123.09,124262.0
109,TSLA,2023-01-12 00:00:00+00:00,123.09,123.2,123.04,123.19,230124.0
110,TSLA,2023-01-12 09:00:00+00:00,123.22,124.03,123.06,123.86,250070.0
111,TSLA,2023-01-12 10:00:00+00:00,123.83,123.83,120.7,121.9,391787.0
112,TSLA,2023-01-12 11:00:00+00:00,121.96,122.59,121.69,122.06,135582.0
113,TSLA,2023-01-12 12:00:00+00:00,122.06,123.72,121.72,123.5,647404.0
114,TSLA,2023-01-12 13:00:00+00:00,122.32,124.6,120.71,124.25,5023392.0
115,TSLA,2023-01-12 14:00:00+00:00,124.25,124.4,117.0,118.117,30835078.0
116,TSLA,2023-01-12 15:00:00+00:00,118.13,121.08,118.03,119.0857,33830742.0
117,TSLA,2023-01-12 16:00:00+00:00,119.08,121.37,118.61,121.23,18886545.0
118,TSLA,2023-01-12 17:00:00+00:00,121.22,121.48,120.6,120.7799,15235096.0
119,TSLA,2023-01-12 18:00:00+00:00,120.75,122.6399,119.84,122.34,18098318.0
120,TSLA,2023-01-12 19:00:00+00:00,122.35,124.1311,122.13,123.3,23180849.0
121,TSLA,2023-01-12 20:00:00+00:00,123.3,123.81,122.33,123.5163,19562148.0
122,TSLA,2023-01-12 21:00:00+00:00,123.52,123.61,122.93,123.04,5704630.0
123,TSLA,2023-01-12 22:00:00+00:00,123.05,123.16,123.02,123.08,142217.0
124,TSLA,2023-01-12 23:00:00+00:00,123.08,123.1,122.91,122.94,148854.0
125,TSLA,2023-01-13 00:00:00+00:00,122.94,123.15,122.92,123.0,192540.0
126,TSLA,2023-01-13 09:00:00+00:00,118.0,120.98,116.81,117.53,1333156.0
127,TSLA,2023-01-13 10:00:00+00:00,117.53,119.31,117.43,118.75,552069.0
128,TSLA,2023-01-13 11:00:00+00:00,118.78,118.81,116.81,117.0,785620.0
129,TSLA,2023-01-13 12:00:00+00:00,117.0,118.0,115.65,115.75,2221754.0
130,TSLA,2023-01-13 13:00:00+00:00,117.33,123.0,115.64,115.9817,4108003.0
131,TSLA,2023-01-13 14:00:00+00:00,116.0,118.47,115.6,117.5736,37097908.0
132,TSLA,2023-01-13 15:00:00+00:00,117.56,121.66,117.2571,120.7001,37194624.0
133,TSLA,2023-01-13 16:00:00+00:00,120.71,120.9799,118.3701,119.74,23353587.0
134,TSLA,2023-01-13 17:00:00+00:00,119.73,121.15,119.4002,120.6415,17100168.0
135,TSLA,2023-01-13 18:00:00+00:00,120.65,121.41,120.071,120.7398,18424026.0
136,TSLA,2023-01-13 19:00:00+00:00,120.7224,121.0704,120.22,120.69,11697970.0
137,TSLA,2023-01-13 20:00:00+00:00,120.72,122.63,120.61,122.3888,24447839.0
138,TSLA,2023-01-13 21:00:00+00:00,122.4,122.5,121.92,121.98,4688130.0
139,TSLA,2023-01-13 22:00:00+00:00,121.99,122.4,121.97,122.18,245511.0
140,TSLA,2023-01-17 09:00:00+00:00,122.0,122.7,120.6,121.77,371740.0
141,TSLA,2023-01-17 10:00:00+00:00,121.7,123.12,121.64,123.0,222215.0
142,TSLA,2023-01-17 11:00:00+00:00,123.01,123.71,122.66,123.48,192582.0
143,TSLA,2023-01-17 12:00:00+00:00,123.36,125.88,123.01,125.81,1412502.0
144,TSLA,2023-01-17 13:00:00+00:00,125.52,126.25,121.71,125.13,3138459.0
145,TSLA,2023-01-17 14:00:00+00:00,125.14,128.64,124.87,128.49,32878275.0
146,TSLA,2023-01-17 15:00:00+00:00,128.5,130.58,127.91,128.84,40987942.0
147,TSLA,2023-01-17 16:00:00+00:00,128.84,129.68,127.43,128.9,21380460.0
148,TSLA,2023-01-17 17:00:00+00:00,128.9,130.57,128.73,130.34,17354234.0
149,TSLA,2023-01-17 18:00:00+00:00,130.3499,131.39,130.22,130.7915,21514152.0
150,TSLA,2023-01-17 19:00:00+00:00,130.7974,131.13,130.1,130.6716,16926414.0
151,TSLA,2023-01-17 20:00:00+00:00,130.67,131.7,130.39,131.47,24591581.0
152,TSLA,2023-01-17 21:00:00+00:00,131.46,132.3,131.4,132.089,8118091.0
153,TSLA,2023-01-17 22:00:00+00:00,132.07,132.15,131.52,131.9,348645.0
154,TSLA,2023-01-17 23:00:00+00:00,131.9,131.92,131.13,131.49,289771.0
155,TSLA,2023-01-18 00:00:00+00:00,131.46,131.59,131.0,131.3,367898.0
156,TSLA,2023-01-18 09:00:00+00:00,132.16,135.5,132.04,135.14,947292.0
157,TSLA,2023-01-18 10:00:00+00:00,135.17,135.63,134.67,135.24,404244.0
158,TSLA,2023-01-18 11:00:00+00:00,135.25,135.3,134.42,134.78,266654.0
159,TSLA,2023-01-18 12:00:00+00:00,134.74,136.64,134.74,136.55,1340068.0
160,TSLA,2023-01-18 13:00:00+00:00,134.9,137.5,132.02,136.31,4302902.0
161,TSLA,2023-01-18 14:00:00+00:00,136.31,137.2,132.88,134.16,36841471.0
162,TSLA,2023-01-18 15:00:00+00:00,134.15,135.18,129.3247,130.72,42779108.0
163,TSLA,2023-01-18 16:00:00+00:00,130.735,130.9297,128.31,129.802,26958233.0
164,TSLA,2023-01-18 17:00:00+00:00,129.81,130.47,127.63,127.86,23117556.0
165,TSLA,2023-01-18 18:00:00+00:00,127.8501,128.45,127.01,127.74,20476438.0
166,TSLA,2023-01-18 19:00:00+00:00,127.75,128.86,127.34,128.565,16333341.0
167,TSLA,2023-01-18 20:00:00+00:00,128.57,129.13,127.9701,128.75,19236517.0
168,TSLA,2023-01-18 21:00:00+00:00,128.73,128.78,128.38,128.41,4030876.0
169,TSLA,2023-01-18 22:00:00+00:00,128.44,128.44,127.18,127.72,498834.0
170,TSLA,2023-01-18 23:00:00+00:00,127.75,128.14,127.7,127.86,199206.0
171,TSLA,2023-01-19 00:00:00+00:00,127.86,127.88,126.6,126.72,568270.0
172,TSLA,2023-01-19 09:00:00+00:00,127.47,128.94,126.75,127.0,327350.0
173,TSLA,2023-01-19 10:00:00+00:00,127.08,127.17,125.25,126.0,307902.0
174,TSLA,2023-01-19 11:00:00+00:00,126.0,126.84,125.4,126.5,255624.0
175,TSLA,2023-01-19 12:00:00+00:00,126.51,127.0,125.26,125.5,842506.0
176,TSLA,2023-01-19 13:00:00+00:00,126.6,128.0315,125.26,126.5,1812185.0
177,TSLA,2023-01-19 14:00:00+00:00,126.5,129.77,126.36,129.17,27474410.0
178,TSLA,2023-01-19 15:00:00+00:00,129.16,129.99,125.63,125.835,35428901.0
179,TSLA,2023-01-19 16:00:00+00:00,125.82,126.56,124.3082,125.6399,28456993.0
180,TSLA,2023-01-19 17:00:00+00:00,125.63,126.6,125.04,126.5999,18256166.0
181,TSLA,2023-01-19 18:00:00+00:00,126.6,128.42,126.4,128.0484,20084278.0
182,TSLA,2023-01-19 19:00:00+00:00,128.04,128.72,127.18,127.52,17800219.0
183,TSLA,2023-01-19 20:00:00+00:00,127.525,128.2,126.955,127.16,16035966.0
184,TSLA,2023-01-19 21:00:00+00:00,127.16,127.75,127.05,127.64,4705660.0
185,TSLA,2023-01-19 22:00:00+00:00,127.65,127.9781,127.11,127.9781,176543.0
186,TSLA,2023-01-19 23:00:00+00:00,127.98,128.41,127.85,127.93,267177.0
187,TSLA,2023-01-20 00:00:00+00:00,127.95,128.4,127.94,128.36,226263.0
188,TSLA,2023-01-20 09:00:00+00:00,128.36,129.39,128.3,128.34,263443.0
189,TSLA,2023-01-20 10:00:00+00:00,128.3,128.95,128.25,128.95,68734.0
190,TSLA,2023-01-20 11:00:00+00:00,128.87,128.95,128.5,128.75,77183.0
191,TSLA,2023-01-20 12:00:00+00:00,128.78,129.75,128.7,129.43,474960.0
192,TSLA,2023-01-20 13:00:00+00:00,128.7417,129.73,128.68,129.0,1168876.0
193,TSLA,2023-01-20 14:00:00+00:00,129.0389,130.84,127.3466,130.33,25424692.0
194,TSLA,2023-01-20 15:00:00+00:00,130.35,131.69,129.62,129.9,29903532.0
195,TSLA,2023-01-20 16:00:00+00:00,129.9,131.4,129.8,130.875,17334341.0
196,TSLA,2023-01-20 17:00:00+00:00,130.88,131.53,130.7119,130.7122,12154113.0
197,TSLA,2023-01-20 18:00:00+00:00,130.73,131.99,130.36,131.774,13036539.0
198,TSLA,2023-01-20 19:00:00+00:00,131.7701,132.58,131.45,132.16,14177568.0
199,TSLA,2023-01-20 20:00:00+00:00,132.16,133.51,132.15,133.41,21424710.0
200,TSLA,2023-01-20 21:00:00+00:00,133.4263,133.55,133.2,133.29,6060684.0
201,TSLA,2023-01-20 22:00:00+00:00,133.29,133.49,133.25,133.3,323888.0
202,TSLA,2023-01-23 09:00:00+00:00,133.87,135.85,133.85,135.65,377936.0
203,TSLA,2023-01-23 10:00:00+00:00,135.7,135.78,134.85,135.06,181232.0
204,TSLA,2023-01-23 11:00:00+00:00,134.95,135.15,134.6,135.0,126478.0
205,TSLA,2023-01-23 12:00:00+00:00,135.0,136.75,135.0,136.29,920159.0
206,TSLA,2023-01-23 13:00:00+00:00,135.4,136.73,133.5,135.6801,1764521.0
207,TSLA,2023-01-23 14:00:00+00:00,135.7,139.15,134.27,138.77,31349851.0
208,TSLA,2023-01-23 15:00:00+00:00,138.74,140.35,138.16,139.9581,33727937.0
209,TSLA,2023-01-23 16:00:00+00:00,139.95,142.1,139.95,141.87,28326334.0
210,TSLA,2023-01-23 17:00:00+00:00,141.87,142.63,141.63,142.37,19227687.0
211,TSLA,2023-01-23 18:00:00+00:00,142.406,145.3793,142.31,145.23,25490357.0
212,TSLA,2023-01-23 19:00:00+00:00,145.235,145.27,142.36,142.8,27335619.0
213,TSLA,2023-01-23 20:00:00+00:00,142.7975,143.9,141.33,143.74,29096268.0
214,TSLA,2023-01-23 21:00:00+00:00,143.75,145.37,143.57,145.31,6915073.0
215,TSLA,2023-01-23 22:00:00+00:00,145.31,145.39,144.56,144.67,751765.0
216,TSLA,2023-01-23 23:00:00+00:00,144.65,144.89,144.55,144.72,255004.0
217,TSLA,2023-01-24 00:00:00+00:00,144.72,144.85,144.62,144.8,309489.0
218,TSLA,2023-01-24 09:00:00+00:00,146.0,146.48,140.8,140.84,756580.0
219,TSLA,2023-01-24 10:00:00+00:00,140.83,142.6,140.64,142.48,359656.0
220,TSLA,2023-01-24 11:00:00+00:00,142.39,143.0,141.6,142.97,159729.0
221,TSLA,2023-01-24 12:00:00+00:00,142.98,144.39,141.7,141.9,1176888.0
222,TSLA,2023-01-24 13:00:00+00:00,143.0509,145.6315,140.8,141.37,2431790.0
223,TSLA,2023-01-24 14:00:00+00:00,141.37,146.5,141.01,144.905,29517487.0
224,TSLA,2023-01-24 15:00:00+00:00,144.921,145.0092,141.1,144.07,35297904.0
225,TSLA,2023-01-24 16:00:00+00:00,144.09,145.322,143.65,143.9277,20856199.0
226,TSLA,2023-01-24 17:00:00+00:00,143.92,144.23,142.85,143.0,17384081.0
227,TSLA,2023-01-24 18:00:00+00:00,142.9901,144.05,142.5,143.7206,14844616.0
228,TSLA,2023-01-24 19:00:00+00:00,143.72,144.17,142.75,143.989,14342973.0
229,TSLA,2023-01-24 20:00:00+00:00,143.9954,144.09,142.78,143.91,16956138.0
230,TSLA,2023-01-24 21:00:00+00:00,143.91,145.08,143.5,144.6,4416693.0
231,TSLA,2023-01-24 22:00:00+00:00,144.58,144.64,144.05,144.15,442030.0
232,TSLA,2023-01-24 23:00:00+00:00,144.15,144.19,141.66,142.46,853323.0
233,TSLA,2023-01-25 00:00:00+00:00,142.46,142.5,140.7,140.97,878833.0
234,TSLA,2023-01-25 09:00:00+00:00,142.47,142.82,140.97,141.35,442081.0
235,TSLA,2023-01-25 10:00:00+00:00,141.43,142.14,141.0,141.63,225319.0
236,TSLA,2023-01-25 11:00:00+00:00,141.61,142.23,141.57,142.05,154451.0
237,TSLA,2023-01-25 12:00:00+00:00,142.0,142.6,141.2,142.4,535993.0
238,TSLA,2023-01-25 13:00:00+00:00,141.75,142.7,140.4508,140.6475,1758139.0
239,TSLA,2023-01-25 14:00:00+00:00,140.64,142.8399,138.2,138.925,26027557.0
240,TSLA,2023-01-25 15:00:00+00:00,138.9,141.81,138.07,141.67,30066367.0
241,TSLA,2023-01-25 16:00:00+00:00,141.66,143.7499,141.28,143.2642,25072722.0
242,TSLA,2023-01-25 17:00:00+00:00,143.3,143.69,142.7,143.27,16122236.0
243,TSLA,2023-01-25 18:00:00+00:00,143.27,144.92,143.23,144.59,18727798.0
244,TSLA,2023-01-25 19:00:00+00:00,144.6,146.41,144.43,145.28,24296744.0
245,TSLA,2023-01-25 20:00:00+00:00,145.28,146.2,143.86,144.47,24971184.0
246,TSLA,2023-01-25 21:00:00+00:00,144.5,150.0,141.69,147.7,13823848.0
247,TSLA,2023-01-25 22:00:00+00:00,147.64,147.75,144.61,146.6,3960501.0
248,TSLA,2023-01-25 23:00:00+00:00,146.55,152.19,146.5,152.13,5883279.0
249,TSLA,2023-01-26 00:00:00+00:00,152.15,153.0,151.78,152.35,2696784.0
250,TSLA,2023-01-26 09:00:00+00:00,153.43,156.0,152.49,154.42,1194243.0
251,TSLA,2023-01-26 10:00:00+00:00,154.41,155.08,154.3,154.75,300880.0
252,TSLA,2023-01-26 11:00:00+00:00,154.7,154.79,153.75,154.18,471855.0
253,TSLA,2023-01-26 12:00:00+00:00,154.1,154.8,153.57,154.17,1718832.0
254,TSLA,2023-01-26 13:00:00+00:00,154.35,157.55,152.35,157.4,6277443.0
255,TSLA,2023-01-26 14:00:00+00:00,157.4,161.42,155.3727,155.74,58777355.0
256,TSLA,2023-01-26 15:00:00+00:00,155.74,159.3,154.76,156.1358,46279378.0
257,TSLA,2023-01-26 16:00:00+00:00,156.135,157.46,154.87,155.5233,26387466.0
258,TSLA,2023-01-26 17:00:00+00:00,155.53,158.51,155.14,157.9381,22150903.0
259,TSLA,2023-01-26 18:00:00+00:00,157.9326,158.5,156.93,158.44,18325292.0
260,TSLA,2023-01-26 19:00:00+00:00,158.4745,159.21,156.83,158.3772,21110811.0
261,TSLA,2023-01-26 20:00:00+00:00,158.37,160.51,157.88,160.265,28328125.0
262,TSLA,2023-01-26 21:00:00+00:00,160.25,160.5,159.23,159.79,6156966.0
263,TSLA,2023-01-26 22:00:00+00:00,159.76,159.8381,158.55,158.78,566966.0
264,TSLA,2023-01-26 23:00:00+00:00,158.75,159.5,158.69,159.3,412234.0
265,TSLA,2023-01-27 00:00:00+00:00,159.31,159.4,158.65,158.95,346501.0
266,TSLA,2023-01-27 09:00:00+00:00,159.89,160.29,158.0,158.97,323488.0
267,TSLA,2023-01-27 10:00:00+00:00,159.0,159.3,158.85,159.0,130031.0
268,TSLA,2023-01-27 11:00:00+00:00,159.0,160.9,158.95,160.49,261615.0
269,TSLA,2023-01-27 12:00:00+00:00,160.46,164.11,160.0,163.63,2087649.0
270,TSLA,2023-01-27 13:00:00+00:00,160.2,164.12,158.1015,162.69,4671604.0
271,TSLA,2023-01-27 14:00:00+00:00,162.63,166.09,161.17,164.99,35416568.0
272,TSLA,2023-01-27 15:00:00+00:00,164.99,167.67,164.0,166.9685,40645501.0
273,TSLA,2023-01-27 16:00:00+00:00,166.96,174.99,166.8162,174.0918,53281956.0
274,TSLA,2023-01-27 17:00:00+00:00,174.085,178.89,172.88,175.2899,56990587.0
275,TSLA,2023-01-27 18:00:00+00:00,175.2501,177.5,173.82,176.9,31845633.0
276,TSLA,2023-01-27 19:00:00+00:00,176.87,180.68,176.4045,179.285,35751319.0
277,TSLA,2023-01-27 20:00:00+00:00,179.28,180.09,177.54,177.865,38424870.0
278,TSLA,2023-01-27 21:00:00+00:00,177.87,178.59,177.28,177.59,8971840.0
279,TSLA,2023-01-27 22:00:00+00:00,177.6,178.58,177.54,178.2899,699765.0
280,TSLA,2023-01-30 09:00:00+00:00,178.5,178.96,173.23,175.2,1246927.0
281,TSLA,2023-01-30 10:00:00+00:00,175.2,177.35,174.81,177.3,478772.0
282,TSLA,2023-01-30 11:00:00+00:00,177.35,177.35,175.12,175.5,461998.0
283,TSLA,2023-01-30 12:00:00+00:00,175.5,177.78,175.02,177.6,1402061.0
284,TSLA,2023-01-30 13:00:00+00:00,176.4,180.0,173.5015,178.65,4600899.0
285,TSLA,2023-01-30 14:00:00+00:00,178.6,179.77,172.75,176.124,40904947.0
286,TSLA,2023-01-30 15:00:00+00:00,176.1,178.09,168.3,171.6326,50335565.0
287,TSLA,2023-01-30 16:00:00+00:00,171.64,173.81,170.0001,172.69,33768115.0
288,TSLA,2023-01-30 17:00:00+00:00,172.67,173.33,171.63,172.25,20267934.0
289,TSLA,2023-01-30 18:00:00+00:00,172.255,172.6831,168.78,170.13,23276129.0
290,TSLA,2023-01-30 19:00:00+00:00,170.1001,170.7285,168.86,169.73,19138780.0
291,TSLA,2023-01-30 20:00:00+00:00,169.71,170.21,166.5,166.7,28974661.0
292,TSLA,2023-01-30 21:00:00+00:00,166.78,167.29,166.0,167.01,6792980.0
293,TSLA,2023-01-30 22:00:00+00:00,167.01,178.05,165.8,166.38,670762.0
294,TSLA,2023-01-30 23:00:00+00:00,166.38,167.25,166.2,166.61,376325.0
295,TSLA,2023-01-31 00:00:00+00:00,166.61,166.66,165.77,165.77,449693.0
296,TSLA,2023-01-31 09:00:00+00:00,165.89,165.89,163.54,164.0,551236.0
297,TSLA,2023-01-31 10:00:00+00:00,164.01,164.25,163.4,163.59,312143.0
298,TSLA,2023-01-31 11:00:00+00:00,163.59,165.22,163.3,165.1,400965.0
299,TSLA,2023-01-31 12:00:00+00:00,164.97,165.7,164.15,164.86,622346.0
300,TSLA,2023-01-31 13:00:00+00:00,165.08,165.75,163.3015,164.62,2315367.0
301,TSLA,2023-01-31 14:00:00+00:00,164.6799,171.0,162.78,167.7326,36478885.0
302,TSLA,2023-01-31 15:00:00+00:00,167.7,173.3,166.45,173.26,39617124.0
